SURVEY:  CSP
PHOTOMETRY_VERSION: CSPDR2
SNTYPE: 1
SNID:  2006D
IAUC:  2006D
IAUC:    UNKNOWN
RA:   193.141  deg
DECL:    -9.77522  deg
FILTERS:     uBomngri
REDSHIFT_HELIO:  0.008563 +- 0.0010  (Hel)
REDSHIFT_CMB:  0.00968369555787 +- 0.0010  (CMB)
REDSHIFT_FINAL: 0.00968369555787 +- 0.0010  (CMB)
HOSTGAL_LOGMASS: 9.82400 +- 3.708
MWEBV:    0.0291000  MW E(B-V)
SEARCH_PEAKMJD: 53760.3
NOBS: 238
NVAR:   6
VARLIST:  MJD  FLT FIELD   FLUXCAL   FLUXCALERR    MAG     MAGERR
OBS:      53751.3     u      md      78343.0    1018.46    15.2650    0.0130000
OBS:      53752.4     u      md      89701.6    1435.23    15.1180    0.0160000
OBS:      53754.3     u      md      98446.4    1279.80    15.0170    0.0130000
OBS:      53760.3     u      md      75927.7    759.277    15.2990    0.0100000
OBS:      53761.3     u      md      67920.4    679.204    15.4200    0.0100000
OBS:      53762.3     u      md      61263.3    673.896    15.5320    0.0110000
OBS:      53763.3     u      md      55770.0    725.010    15.6340    0.0130000
OBS:      53764.3     u      md      48261.4    579.137    15.7910    0.0120000
OBS:      53765.3     u      md      42894.3    514.732    15.9190    0.0120000
OBS:      53772.3     u      md      16534.8    214.953    16.9540    0.0130000
OBS:      53773.2     u      md      14777.5    162.552    17.0760    0.0110000
OBS:      53774.3     u      md      12752.6    178.537    17.2360    0.0140000
OBS:      53778.4     u      md      8394.60    159.497    17.6900    0.0190000
OBS:      53781.2     u      md      6760.84    216.347    17.9250    0.0320000
OBS:      53783.2     u      md      6120.68    226.465    18.0330    0.0370000
OBS:      53785.3     u      md      5839.83    140.156    18.0840    0.0240000
OBS:      53786.4     u      md      5510.62    187.361    18.1470    0.0340000
OBS:      53790.3     u      md      4537.33    99.8212    18.3580    0.0220000
OBS:      53795.3     u      md      3794.90    102.462    18.5520    0.0270000
OBS:      53798.3     u      md      3830.01    183.841    18.5420    0.0480000
OBS:      53799.3     u      md      3473.76    97.2653    18.6480    0.0280000
OBS:      53802.3     u      md      3221.07    86.9689    18.7300    0.0270000
OBS:      53804.4     u      md      3268.89    107.873    18.7140    0.0330000
OBS:      53805.3     u      md      3156.46    91.5372    18.7520    0.0290000
OBS:      53815.2     u      md      2601.36    85.8448    18.9620    0.0330000
OBS:      53818.3     u      md      2299.32    59.7824    19.0960    0.0260000
OBS:      53819.3     u      md      2305.68    48.4194    19.0930    0.0210000
OBS:      53824.3     u      md      2060.63    53.5764    19.2150    0.0260000
OBS:      53828.3     u      md      1809.67    41.6224    19.3560    0.0230000
OBS:      53831.2     u      md      1678.03    45.3069    19.4380    0.0270000
OBS:      53835.2     u      md      1523.35    73.1209    19.5430    0.0480000
OBS:      53840.2     u      md      1424.30    96.8522    19.6160    0.0680000
